Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Degree,Polygon
ASV800_B,ASV800_B,,4,0.356019,0.370957,234.308574,0,13,
ASV801_B,ASV801_B,,4,0.390473,0.414265,805.545688,2,24,
ASV802_B,ASV802_B,,4,0.394767,0.420509,1241.148008,7,29,
ASV804_B,ASV804_B,,3,0.403332,0.429395,1158.939115,3,29,
ASV806_B,ASV806_B,,4,0.381179,0.402578,701.146688,7,20,
ASV809_B,ASV809_B,,4,0.376492,0.397775,652.580135,6,21,
ASV810_B,ASV810_B,,4,0.375948,0.396734,558.838053,4,20,
ASV811_B,ASV811_B,,4,0.381598,0.404019,785.174076,1,23,
ASV816_B,ASV816_B,,4,0.343678,0.355668,67.288333,0,7,
ASV817_B,ASV817_B,,4,0.387709,0.412504,1080.326393,5,28,
ASV818_B,ASV818_B,,4,0.372985,0.394332,666.171735,6,22,
ASV819_B,ASV819_B,,4,0.383567,0.40642,754.749366,8,22,
ASV820_B,ASV820_B,,4,0.375,0.395293,550.108119,8,19,
ASV821_B,ASV821_B,,3,0.385841,0.409062,915.127129,6,24,
ASV822_B,ASV822_B,,4,0.37827,0.399856,521.339184,8,21,
ASV826_B,ASV826_B,,3,0.411462,0.438521,1637.027098,0,32,
ASV828_B,ASV828_B,,4,0.376628,0.397374,612.046901,1,20,
ASV829_B,ASV829_B,,3,0.392238,0.416106,937.832534,4,24,
ASV830_B,ASV830_B,,4,0.361458,0.376961,285.272673,4,13,
ASV831_B,ASV831_B,,4,0.370595,0.38993,612.967345,5,18,
ASV832_B,ASV832_B,,4,0.373252,0.392731,515.507628,0,17,
ASV833_B,ASV833_B,,4,0.391353,0.415626,1010.512413,4,25,
ASV834_B,ASV834_B,,3,0.39018,0.413545,774.765589,3,23,
ASV835_B,ASV835_B,,3,0.386701,0.410022,778.522135,1,24,
ASV838_B,ASV838_B,,4,0.387709,0.410903,890.446551,3,23,
ASV839_B,ASV839_B,,3,0.391353,0.415146,944.542885,3,24,
ASV84_B,ASV84_B,,4,0.372985,0.393052,426.406719,2,18,
ASV840_B,ASV840_B,,4,0.373654,0.393692,470.141971,3,18,
ASV844_B,ASV844_B,,4,0.389013,0.413465,880.333707,7,26,
ASV845_B,ASV845_B,,4,0.387999,0.412584,1013.691408,2,27,
ASV848_B,ASV848_B,,4,0.38258,0.405139,803.315268,6,23,
ASV849_B,ASV849_B,,4,0.374865,0.395933,766.980736,6,21,
ASV85_B,ASV85_B,,4,0.368496,0.388008,402.591302,6,18,
ASV850_B,ASV850_B,,4,0.385984,0.408982,749.015444,4,23,
ASV851_B,ASV851_B,,4,0.364879,0.383205,340.420405,0,17,
ASV852_B,ASV852_B,,4,0.381598,0.403939,577.662736,4,22,
ASV853_B,ASV853_B,,4,0.379511,0.403058,769.274231,2,26,
ASV855_B,ASV855_B,,3,0.396119,0.42187,1517.142824,6,29,
ASV856_B,ASV856_B,,4,0.38385,0.407781,968.134643,5,26,
ASV858_B,ASV858_B,,4,0.365391,0.383846,472.375383,6,17,
ASV859_B,ASV859_B,,3,0.397177,0.422991,1471.042085,5,29,
ASV86_B,ASV86_B,,4,0.382299,0.404579,615.349424,8,22,
ASV860_B,ASV860_B,,4,0.38104,0.402978,621.128033,2,21,
ASV862_B,ASV862_B,,4,0.378545,0.399376,579.375326,6,19,
ASV865_B,ASV865_B,,4,0.387421,0.411223,883.974695,5,25,
ASV866_B,ASV866_B,,4,0.370068,0.389769,433.015348,6,18,
ASV867_B,ASV867_B,,4,0.373118,0.392811,526.007173,5,18,
ASV869_B,ASV869_B,,4,0.37152,0.39081,504.91041,1,18,
ASV871_B,ASV871_B,,4,0.366678,0.384886,483.003819,1,18,
ASV872_B,ASV872_B,,4,0.360208,0.37576,218.841341,3,12,
ASV879_B,ASV879_B,,4,0.384133,0.407541,946.96699,7,25,
ASV88_B,ASV88_B,,3,0.39642,0.42187,1247.059045,4,28,
ASV882_B,ASV882_B,,4,0.37965,0.401937,656.37976,2,22,
ASV883_B,ASV883_B,,4,0.386271,0.410022,823.274319,0,25,
ASV884_B,ASV884_B,,4,0.378959,0.400336,801.45599,4,21,
ASV887_B,ASV887_B,,4,0.373386,0.392972,546.683581,7,18,
ASV89_B,ASV89_B,,3,0.391501,0.416266,1113.642481,6,27,
ASV890_B,ASV890_B,,4,0.376628,0.397374,517.851347,3,19,
ASV893_B,ASV893_B,,4,0.381319,0.403698,733.482763,8,22,
ASV895_B,ASV895_B,,3,0.393127,0.418348,1008.695721,0,28,
ASV896_B,ASV896_B,,4,0.379097,0.400176,612.701798,7,20,
ASV897_B,ASV897_B,,4,0.379235,0.400336,614.373984,0,20,
ASV899_B,ASV899_B,,4,0.379927,0.401937,629.663437,4,22,
ASV9_B,ASV9_B,,4,0.384701,0.407621,904.817826,2,23,
ASV90_B,ASV90_B,,3,0.393424,0.418028,1150.667657,7,26,
ASV904_B,ASV904_B,,4,0.377858,0.399215,672.350708,2,21,
ASV908_B,ASV908_B,,4,0.379927,0.401937,815.832603,6,22,
ASV909_B,ASV909_B,,4,0.373788,0.394012,439.142038,4,19,
ASV91_B,ASV91_B,,3,0.398393,0.423951,1324.012801,7,28,
ASV911_B,ASV911_B,,4,0.386701,0.410743,1136.488616,7,26,
ASV912_B,ASV912_B,,4,0.385698,0.409062,702.903753,4,24,
ASV913_B,ASV913_B,,4,0.381598,0.403218,562.008617,2,20,
ASV914_B,ASV914_B,,3,0.391648,0.416106,972.856934,7,26,
ASV915_B,ASV915_B,,4,0.371255,0.39009,400.449684,8,16,
ASV917_B,ASV917_B,,4,0.383143,0.40642,848.306044,2,24,
ASV918_B,ASV918_B,,4,0.362844,0.379923,360.524903,7,16,
ASV92_B,ASV92_B,,4,0.381598,0.403458,661.753308,6,21,
ASV921_B,ASV921_B,,4,0.39627,0.42115,1002.026588,3,26,
ASV923_B,ASV923_B,,3,0.390766,0.415786,1099.300337,5,28,
ASV925_B,ASV925_B,,4,0.391353,0.415226,792.079458,3,24,
ASV927_B,ASV927_B,,4,0.364496,0.382004,341.382957,5,16,
ASV928_B,ASV928_B,,4,0.376356,0.397134,478.432691,3,19,
ASV929_B,ASV929_B,,4,0.370595,0.389049,317.981547,3,16,
ASV93_B,ASV93_B,,4,0.373386,0.392571,472.347056,1,17,
ASV931_B,ASV931_B,,4,0.362339,0.379363,349.294744,6,16,
ASV936_B,ASV936_B,,4,0.384417,0.40658,810.163644,1,21,
ASV940_B,ASV940_B,,4,0.389596,0.413705,977.204169,6,25,
ASV942_B,ASV942_B,,3,0.388288,0.412104,1047.677386,5,25,
ASV95_B,ASV95_B,,4,0.389013,0.413305,953.072267,6,26,
ASV950_B,ASV950_B,,4,0.378545,0.400096,600.312524,6,21,
ASV951_B,ASV951_B,,4,0.353721,0.369677,320.65177,6,14,
ASV954_B,ASV954_B,,4,0.384417,0.4069,695.201497,5,22,
ASV955_B,ASV955_B,,3,0.398393,0.424592,1446.634421,7,30,
ASV958_B,ASV958_B,,4,0.377311,0.398575,859.072394,6,21,
ASV959_B,ASV959_B,,4,0.341648,0.355908,221.384914,6,11,
ASV96_B,ASV96_B,,4,0.37152,0.39089,434.49777,8,18,
ASV966_B,ASV966_B,,4,0.384843,0.408662,996.730595,3,25,
ASV969_B,ASV969_B,,4,0.37352,0.393932,501.275374,2,19,
ASV97_B,ASV97_B,,3,0.393871,0.418188,1002.510582,5,25,
ASV970_B,ASV970_B,,3,0.384843,0.407621,813.511347,3,23,
ASV977_B,ASV977_B,,4,0.363605,0.382004,600.591008,7,18,
ASV98_B,ASV98_B,,3,0.39402,0.418988,1224.511532,2,27,
ASV99_B,ASV99_B,,3,0.385984,0.408902,907.668829,5,23,
ASV993_B,ASV993_B,,3,0.402864,0.429555,1659.870773,5,31,
ASV994_B,ASV994_B,,4,0.391059,0.415226,1103.45549,5,25,
ASV_1_A,ASV_1_A,,4,0.381738,0.402978,573.275088,2,19,4
ASV_10_A,ASV_10_A,,3,0.399616,0.426193,1459.341368,2,31,4
ASV_100_A,ASV_100_A,,4,0.370859,0.389049,353.455232,1,15,4
ASV_101_A,ASV_101_A,,3,0.394767,0.420749,1149.435165,3,30,4
ASV_102_A,ASV_102_A,,3,0.414906,0.442843,1882.972407,1,35,4
ASV_104_A,ASV_104_A,,4,0.399463,0.426833,1866.094196,3,33,4
ASV_105_A,ASV_105_A,,4,0.392386,0.417707,1063.635051,2,27,4
ASV_107_A,ASV_107_A,,3,0.397328,0.422831,1555.576113,7,28,4
ASV_108_A,ASV_108_A,,4,0.395667,0.42115,1277.779027,3,28,4
ASV_11_A,ASV_11_A,,4,0.389304,0.413705,936.825005,2,26,4
ASV_111_A,ASV_111_A,,3,0.38945,0.412744,888.983099,7,23,4
ASV_114_A,ASV_114_A,,4,0.393424,0.418108,1170.92377,1,26,4
ASV_119_A,ASV_119_A,,4,0.392238,0.416507,872.173024,0,25,4
ASV_12_A,ASV_12_A,,4,0.386558,0.411063,1073.030223,8,27,4
ASV_120_A,ASV_120_A,,4,0.378959,0.400016,711.692048,1,20,4
ASV_121_A,ASV_121_A,,4,0.370068,0.389609,504.453965,3,18,4
ASV_125_A,ASV_125_A,,4,0.376901,0.397614,1008.199027,6,20,4
ASV_126_A,ASV_126_A,,4,0.385556,0.408261,746.649452,7,22,4
ASV_127_A,ASV_127_A,,3,0.387421,0.410183,738.827248,2,22,4
ASV_13_A,ASV_13_A,,3,0.39824,0.424111,1367.641799,2,29,4
ASV_131_A,ASV_131_A,,3,0.384985,0.407461,831.841857,1,22,4
ASV_132_A,ASV_132_A,,3,0.380066,0.401857,612.876376,3,22,4
ASV_133_A,ASV_133_A,,4,0.371786,0.39137,664.513301,6,19,4
ASV_138_A,ASV_138_A,,4,0.377174,0.398975,831.009433,1,23,4
ASV_139_A,ASV_139_A,,4,0.384417,0.407861,804.35226,8,25,4
ASV_14_A,ASV_14_A,,4,0.369936,0.388409,393.769633,6,16,4
ASV_140_A,ASV_140_A,,4,0.371786,0.39073,551.90652,1,17,4
ASV_141_A,ASV_141_A,,4,0.387421,0.410263,779.977166,3,22,4
ASV_142_A,ASV_142_A,,4,0.382299,0.403858,627.592315,3,20,4
ASV_146_A,ASV_146_A,,4,0.385128,0.408581,826.533961,3,24,4
ASV_148_A,ASV_148_A,,4,0.347,0.360711,132.673286,1,10,4
ASV_15_A,ASV_15_A,,3,0.397025,0.423471,1675.817379,1,31,4
ASV_150_A,ASV_150_A,,4,0.395216,0.420829,1188.214119,8,28,4
ASV_151_A,ASV_151_A,,4,0.393424,0.418428,881.594516,3,27,4
ASV_154_A,ASV_154_A,,4,0.369673,0.388729,552.296304,1,18,4
ASV_155_A,ASV_155_A,,4,0.383567,0.405299,769.533712,3,20,4
ASV_159_A,ASV_159_A,,3,0.380482,0.402337,910.652709,4,22,4
ASV_16_A,ASV_16_A,,4,0.368105,0.386247,426.671441,5,16,4
ASV_161_A,ASV_161_A,,4,0.369673,0.388569,529.464488,6,18,4
ASV_167_A,ASV_167_A,,4,0.376628,0.397775,539.338373,3,20,4
ASV_169_A,ASV_169_A,,4,0.375541,0.395613,513.111651,3,18,4
ASV_17_A,ASV_17_A,,4,0.395517,0.420429,1164.065195,5,26,4
ASV_171_A,ASV_171_A,,4,0.383567,0.4065,730.70914,5,23,4
ASV_173_A,ASV_173_A,,3,0.383708,0.40602,873.934678,3,22,4
ASV_178_A,ASV_178_A,,4,0.382861,0.4061,1191.753083,0,25,4
ASV_179_A,ASV_179_A,,4,0.374057,0.394412,442.376177,0,19,4
ASV_18_A,ASV_18_A,,3,0.405058,0.431156,1183.509347,1,29,4
ASV_180_A,ASV_180_A,,4,0.377174,0.397855,616.145447,5,19,4
ASV_182_A,ASV_182_A,,4,0.383284,0.407301,984.518057,1,27,4
ASV_185_A,ASV_185_A,,4,0.395517,0.420029,1018.657406,3,25,4
ASV_186_A,ASV_186_A,,4,0.383567,0.4057,710.444717,2,21,4
ASV_187_A,ASV_187_A,,4,0.37527,0.396414,670.852442,3,20,4
ASV_188_A,ASV_188_A,,4,0.377584,0.399456,618.059194,3,21,4
ASV_189_A,ASV_189_A,,4,0.37965,0.401457,1038.065158,6,22,4
ASV_19_A,ASV_19_A,,3,0.388288,0.411143,716.164541,8,22,4
ASV_190_A,ASV_190_A,,4,0.354202,0.371278,499.420445,6,17,4
ASV_195_A,ASV_195_A,,4,0.350859,0.365354,151.408919,3,11,4
ASV_196_A,ASV_196_A,,4,0.367325,0.386247,346.996402,5,16,4
ASV_197_A,ASV_197_A,,4,0.371653,0.391771,648.634165,3,20,4
ASV_199_A,ASV_199_A,,4,0.355169,0.372398,421.19551,6,17,4
ASV_2_A,ASV_2_A,,3,0.397936,0.422831,1233.937684,2,26,4
ASV_203_A,ASV_203_A,,4,0.390034,0.414185,1037.935715,8,25,4
ASV_204_A,ASV_204_A,,4,0.373788,0.394332,572.863805,3,20,4
ASV_207_A,ASV_207_A,,4,0.386989,0.410263,824.176078,1,23,4
ASV_208_A,ASV_208_A,,4,0.399003,0.425152,1434.873973,0,29,4
ASV_21_A,ASV_21_A,,4,0.371123,0.39001,367.968427,0,16,4
ASV_210_A,ASV_210_A,,4,0.381878,0.405459,803.690553,3,25,4
ASV_22_A,ASV_22_A,,3,0.404586,0.430996,1521.48165,1,30,4
ASV_223_A,ASV_223_A,,4,0.382439,0.404339,657.621371,0,21,4
ASV_23_A,ASV_23_A,,3,0.393573,0.418188,1151.036205,6,26,4
ASV_231_A,ASV_231_A,,4,0.325313,0.339097,93.670492,6,8,4
ASV_235_A,ASV_235_A,,4,0.367066,0.384646,270.190333,4,15,4
ASV_24_A,ASV_24_A,,4,0.374595,0.394412,515.699186,4,18,4
ASV_25_A,ASV_25_A,,4,0.406165,0.433317,1809.078437,7,32,4
ASV_251_A,ASV_251_A,,4,0.38527,0.408581,963.986749,1,24,4
ASV_26_A,ASV_26_A,,4,0.375541,0.396334,796.132938,4,20,4
ASV_27_A,ASV_27_A,,4,0.376764,0.397775,545.987861,5,19,4
ASV_274_A,ASV_274_A,,4,0.379927,0.402578,1061.303533,6,24,4
ASV_28_A,ASV_28_A,,3,0.388288,0.411143,742.620489,1,22,4
ASV_29_A,ASV_29_A,,4,0.367066,0.385367,325.714013,8,16,4
ASV_3_A,ASV_3_A,,4,0.384559,0.408021,781.21529,2,24,4
ASV_30_A,ASV_30_A,,4,0.391059,0.414986,895.241166,8,24,4
ASV_32_A,ASV_32_A,,4,0.374191,0.394733,533.102209,5,20,4
ASV_33_A,ASV_33_A,,3,0.39402,0.418988,1341.659578,6,27,4
ASV_35_A,ASV_35_A,,4,0.386414,0.409942,778.120961,3,24,4
ASV_37_A,ASV_37_A,,3,0.39627,0.42139,1187.623422,1,27,4
ASV_39_A,ASV_39_A,,4,0.368626,0.387448,338.957929,4,17,4
ASV_4_A,ASV_4_A,,4,0.372718,0.392251,382.031659,3,17,4
ASV_40_A,ASV_40_A,,4,0.377721,0.398735,580.054988,2,20,4
ASV_41_A,ASV_41_A,,3,0.396571,0.42203,1298.983303,0,28,4
ASV_42_A,ASV_42_A,,3,0.395517,0.420589,1355.120989,5,27,4
ASV_43_A,ASV_43_A,,4,0.379373,0.400656,587.501193,8,20,4
ASV_45_A,ASV_45_A,,3,0.383567,0.405219,656.231849,2,20,4
ASV_46_A,ASV_46_A,,3,0.386558,0.408902,700.07787,3,21,4
ASV_47_A,ASV_47_A,,3,0.383002,0.404579,751.680101,2,20,4
ASV_48_A,ASV_48_A,,4,0.394767,0.419949,1136.635434,8,27,4
ASV_49_A,ASV_49_A,,3,0.393573,0.417867,1016.372831,8,25,4
ASV_5_A,ASV_5_A,,4,0.384417,0.408341,838.004375,8,26,4
ASV_53_A,ASV_53_A,,3,0.393573,0.418828,1312.289509,0,28,4
ASV_57_A,ASV_57_A,,4,0.384417,0.40682,822.392269,3,21,4
ASV_59_A,ASV_59_A,,3,0.396874,0.42203,1078.901332,7,27,4
ASV_6_A,ASV_6_A,,4,0.383143,0.4061,708.278472,6,23,4
ASV_60_A,ASV_60_A,,4,0.393127,0.418108,1071.50821,2,27,4
ASV_62_A,ASV_62_A,,4,0.370331,0.388889,526.209116,7,17,4
ASV_64_A,ASV_64_A,,4,0.389596,0.414265,1061.614288,8,26,4
ASV_66_A,ASV_66_A,,3,0.412277,0.439962,1953.649995,1,34,4
ASV_67_A,ASV_67_A,,4,0.366808,0.384166,323.210503,6,14,4
ASV_68_A,ASV_68_A,,4,0.382721,0.40554,753.219141,5,23,4
ASV_7_A,ASV_7_A,,3,0.38945,0.413705,1084.358499,1,26,4
ASV_71_A,ASV_71_A,,4,0.387133,0.411063,947.724944,8,25,4
ASV_72_A,ASV_72_A,,4,0.391353,0.415546,815.611874,0,25,4
ASV_75_A,ASV_75_A,,4,0.387854,0.411383,953.629155,5,24,4
ASV_76_A,ASV_76_A,,4,0.384701,0.408261,817.883907,8,24,4
ASV_79_A,ASV_79_A,,3,0.392534,0.416747,900.649185,3,25,4
ASV_8_A,ASV_8_A,,4,0.389742,0.414425,1002.0309,8,27,4
ASV_81_A,ASV_81_A,,4,0.379097,0.400016,574.177037,6,19,4
ASV_82_A,ASV_82_A,,4,0.380761,0.403378,944.441859,6,24,4
ASV_83_A,ASV_83_A,,3,0.390326,0.414025,884.755518,3,24,4
ASV_86_A,ASV_86_A,,4,0.389304,0.412664,942.641084,0,23,4
ASV_87_A,ASV_87_A,,4,0.392682,0.416667,877.308089,3,24,4
ASV_88_A,ASV_88_A,,4,0.373654,0.393212,542.108571,5,18,4
ASV_89_A,ASV_89_A,,4,0.387421,0.411063,839.013723,3,24,4
ASV_9_A,ASV_9_A,,3,0.407756,0.434838,1719.172328,1,32,4
ASV_91_A,ASV_91_A,,4,0.382018,0.404739,834.931799,1,23,4
ASV_92_A,ASV_92_A,,4,0.398545,0.424191,1169.426385,3,28,4
ASV_94_A,ASV_94_A,,4,0.384275,0.4065,685.939294,7,21,4
ASV_95_A,ASV_95_A,,4,0.38258,0.404099,590.496507,4,19,4
ASV_98_A,ASV_98_A,,4,0.388288,0.412184,941.393948,5,25,4
ASV_99_A,ASV_99_A,,4,0.395968,0.420829,1071.869894,5,26,4
