Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
ASV474,ASV474,,4,0.361175,0.385167,727.735864,4
ASV475,ASV475,,4,0.348721,0.368155,269.805126,1
ASV476,ASV476,,4,0.360967,0.38118,394.43367,6
ASV477,ASV477,,4,0.3466,0.368022,250.872456,1
ASV478,ASV478,,4,0.350867,0.368687,195.193653,5
ASV48,ASV48,,4,0.364111,0.386098,383.480285,5
ASV480,ASV480,,4,0.350279,0.371611,253.364421,0
ASV483,ASV483,,4,0.363057,0.38437,507.342648,3
ASV486,ASV486,,4,0.365811,0.387161,567.724409,0
ASV487,ASV487,,4,0.367311,0.390218,654.951264,0
ASV488,ASV488,,5,0.363057,0.389208,502.025916,4
ASV489,ASV489,,4,0.36839,0.391148,764.481711,2
ASV49,ASV49,,4,0.358696,0.379054,397.929976,0
ASV492,ASV492,,4,0.354037,0.371877,238.136782,3
ASV493,ASV493,,4,0.374105,0.39992,676.112989,0
ASV495,ASV495,,4,0.367742,0.389553,561.444177,2
ASV497,ASV497,,4,0.370787,0.397262,551.811366,4
ASV499,ASV499,,5,0.375899,0.402764,676.165002,0
ASV5,ASV5,,4,0.373437,0.398458,587.464009,1
ASV50,ASV50,,4,0.379081,0.405768,833.299849,0
ASV500,ASV500,,4,0.34814,0.36656,187.172738,5
ASV501,ASV501,,4,0.356048,0.37706,373.756843,2
ASV503,ASV503,,4,0.355241,0.377326,250.795449,5
ASV504,ASV504,,4,0.375449,0.400319,752.507008,6
ASV506,ASV506,,4,0.342998,0.359649,165.242909,5
ASV509,ASV509,,4,0.375899,0.402047,776.3407,5
ASV51,ASV51,,4,0.384899,0.413477,859.08694,1
ASV510,ASV510,,4,0.366881,0.390883,757.463127,4
ASV511,ASV511,,4,0.378166,0.407496,1014.439096,3
ASV513,ASV513,,4,0.350279,0.37068,367.239924,3
ASV515,ASV515,,4,0.370567,0.395534,549.726916,6
ASV516,ASV516,,4,0.347947,0.368687,350.889611,3
ASV517,ASV517,,4,0.370787,0.3958,655.420477,3
ASV518,ASV518,,4,0.363057,0.385699,581.286982,3
ASV519,ASV519,,4,0.359107,0.379718,307.867525,0
ASV52,ASV52,,4,0.372771,0.396465,478.546541,1
ASV521,ASV521,,4,0.367096,0.389288,509.308453,6
ASV523,ASV523,,4,0.375,0.397927,780.428818,6
ASV525,ASV525,,4,0.334044,0.353535,294.059466,0
ASV526,ASV526,,4,0.360345,0.381047,482.182691,3
ASV527,ASV527,,4,0.371445,0.395268,484.281747,1
ASV528,ASV528,,4,0.375674,0.400718,627.432446,5
ASV529,ASV529,,4,0.372328,0.3958,627.863053,5
ASV532,ASV532,,4,0.37013,0.393142,594.333974,0
ASV533,ASV533,,4,0.356655,0.378256,289.208758,0
ASV536,ASV536,,4,0.348333,0.366029,255.820348,3
ASV537,ASV537,,4,0.357469,0.37799,582.372663,1
ASV538,ASV538,,4,0.376577,0.400851,712.963414,6
ASV539,ASV539,,4,0.341876,0.361244,330.996396,4
ASV54,ASV54,,4,0.370348,0.393275,671.170703,3
ASV540,ASV540,,4,0.377483,0.40311,740.288575,1
ASV541,ASV541,,4,0.367526,0.391414,589.724171,4
ASV542,ASV542,,4,0.351655,0.372807,510.225555,4
ASV543,ASV543,,4,0.353041,0.373339,403.647015,5
ASV544,ASV544,,4,0.357062,0.379585,391.650253,0
ASV546,ASV546,,4,0.359312,0.38118,729.493917,6
ASV547,ASV547,,4,0.365811,0.387959,571.156779,3
ASV548,ASV548,,4,0.362009,0.385566,444.949708,0
ASV549,ASV549,,4,0.35625,0.37706,638.626998,3
ASV55,ASV55,,4,0.375674,0.40311,772.227049,0
ASV550,ASV550,,4,0.368824,0.395401,761.111855,3
ASV551,ASV551,,4,0.344884,0.367092,387.04939,4
ASV552,ASV552,,4,0.366452,0.390484,474.518985,1
ASV553,ASV553,,4,0.341132,0.361909,231.235263,4
ASV554,ASV554,,4,0.367742,0.390883,656.671745,1
ASV555,ASV555,,4,0.354037,0.377193,297.471187,1
ASV556,ASV556,,4,0.369912,0.392743,642.991462,1
ASV558,ASV558,,4,0.353837,0.374136,300.610878,1
ASV559,ASV559,,4,0.39434,0.424242,1466.298886,6
ASV56,ASV56,,4,0.372549,0.398724,710.881941,1
ASV560,ASV560,,4,0.342436,0.359649,217.404614,6
ASV561,ASV561,,4,0.369476,0.394604,665.761831,3
ASV562,ASV562,,4,0.344884,0.366427,245.729427,4
ASV563,ASV563,,4,0.350867,0.375332,401.085998,4
ASV564,ASV564,,4,0.360345,0.382243,428.26953,4
ASV565,ASV565,,4,0.352445,0.374269,309.640239,1
ASV568,ASV568,,5,0.352247,0.372461,441.455375,3
ASV569,ASV569,,4,0.368607,0.393541,770.623236,3
ASV57,ASV57,,4,0.34814,0.369484,473.197687,4
ASV570,ASV570,,4,0.367096,0.390085,539.845019,1
ASV571,ASV571,,4,0.353439,0.37613,293.810551,0
ASV572,ASV572,,4,0.369258,0.395401,628.661322,1
ASV573,ASV573,,4,0.35625,0.376661,335.39985,3
ASV575,ASV575,,4,0.360967,0.385832,392.586232,1
ASV576,ASV576,,4,0.326733,0.344365,123.093767,4
ASV577,ASV577,,4,0.371666,0.394471,555.227857,0
ASV578,ASV578,,5,0.26933,0.279346,0,4
ASV58,ASV58,,4,0.383486,0.412148,867.205303,0
ASV580,ASV580,,4,0.321045,0.340776,183.369116,2
ASV583,ASV583,,4,0.364111,0.388889,808.390749,4
ASV587,ASV587,,4,0.381387,0.409091,939.044818,5
ASV589,ASV589,,4,0.366667,0.388224,562.942873,4
ASV59,ASV59,,4,0.366238,0.391281,641.06683,5
ASV590,ASV590,,4,0.365172,0.388357,471.384176,0
ASV593,ASV593,,4,0.361175,0.379851,401.633264,6
ASV594,ASV594,,4,0.367958,0.392477,699.835928,4
ASV595,ASV595,,4,0.367958,0.393541,743.493099,6
ASV597,ASV597,,4,0.361175,0.381579,379.839887,6
ASV598,ASV598,,4,0.38,0.410154,995.739758,0
ASV599,ASV599,,4,0.382784,0.410154,969.136318,6
ASV6,ASV6,,4,0.338553,0.357257,142.006667,5
ASV60,ASV60,,4,0.383721,0.412547,1101.987818,1
ASV600,ASV600,,4,0.367742,0.390883,583.337946,2
ASV601,ASV601,,4,0.343373,0.363238,284.072946,4
ASV602,ASV602,,4,0.369912,0.392079,586.871458,6
ASV603,ASV603,,4,0.3618,0.386762,543.68212,4
ASV605,ASV605,,4,0.365811,0.386895,455.364664,1
ASV609,ASV609,,4,0.358491,0.377592,332.1201,6
ASV61,ASV61,,4,0.377711,0.404572,650.093371,0
ASV611,ASV611,,4,0.368607,0.391813,792.872954,6
ASV612,ASV612,,4,0.372992,0.399256,647.239509,4
ASV613,ASV613,,4,0.357265,0.379851,253.46756,4
ASV614,ASV614,,4,0.334936,0.356858,243.68821,4
ASV615,ASV615,,4,0.355644,0.380383,420.202566,0
ASV617,ASV617,,4,0.386322,0.415205,1149.754517,1
ASV619,ASV619,,4,0.362847,0.387028,568.810961,4
ASV620,ASV620,,4,0.38,0.404439,876.933636,6
ASV621,ASV621,,4,0.363689,0.386895,635.388492,6
ASV624,ASV624,,4,0.362428,0.387826,584.112412,0
ASV625,ASV625,,4,0.360345,0.381978,586.721835,4
ASV628,ASV628,,4,0.362009,0.382775,387.21896,6
ASV629,ASV629,,4,0.330696,0.351409,168.587773,4
ASV63,ASV63,,4,0.375224,0.399787,856.774413,5
ASV632,ASV632,,4,0.346792,0.366295,254.765171,1
ASV633,ASV633,,4,0.344884,0.364035,344.567166,6
ASV634,ASV634,,4,0.371226,0.395401,685.537853,3
ASV635,ASV635,,4,0.352643,0.372807,459.499953,2
ASV636,ASV636,,4,0.369912,0.393142,629.727437,4
ASV638,ASV638,,4,0.346218,0.366162,399.268385,0
ASV639,ASV639,,4,0.362428,0.386364,634.711382,4
ASV64,ASV64,,4,0.387037,0.416401,1328.262494,0
ASV644,ASV644,,5,0.357877,0.378177,350.590695,4
ASV646,ASV646,,4,0.360345,0.380649,468.501849,6
ASV648,ASV648,,4,0.356655,0.377326,443.033717,3
ASV649,ASV649,,4,0.334222,0.352206,158.057701,2
ASV65,ASV65,,4,0.381155,0.408958,795.947125,5
ASV651,ASV651,,4,0.357877,0.37932,434.041326,6
ASV653,ASV653,,5,0.342623,0.363557,194.216957,1
ASV654,ASV654,,4,0.351457,0.372142,284.282416,6
ASV656,ASV656,,4,0.376803,0.401249,710.845319,6
ASV657,ASV657,,4,0.362428,0.383971,382.673526,0
ASV659,ASV659,,4,0.357265,0.379851,537.640162,4
ASV66,ASV66,,4,0.370348,0.394338,575.29353,5
ASV663,ASV663,,4,0.360759,0.381313,419.763101,0
ASV664,ASV664,,4,0.358696,0.37932,330.597974,3
ASV668,ASV668,,4,0.353041,0.373472,406.749386,5
ASV674,ASV674,,4,0.355644,0.377193,391.498335,3
ASV679,ASV679,,4,0.332626,0.35101,147.997004,3
ASV68,ASV68,,4,0.363268,0.383573,436.940903,5
ASV681,ASV681,,4,0.326562,0.346624,170.020054,4
ASV682,ASV682,,4,0.354037,0.374269,320.963795,4
ASV684,ASV684,,4,0.359518,0.381446,533.613695,1
ASV685,ASV685,,4,0.357062,0.376794,354.259779,3
ASV686,ASV686,,4,0.352247,0.37068,281.576101,5
ASV687,ASV687,,4,0.348721,0.369219,365.934018,1
ASV689,ASV689,,4,0.352643,0.37294,355.671266,1
ASV692,ASV692,,4,0.373214,0.402313,954.433885,4
ASV694,ASV694,,4,0.358696,0.379187,546.200237,6
ASV695,ASV695,,4,0.367742,0.39168,538.685042,6
ASV697,ASV697,,4,0.365598,0.387161,421.858333,0
ASV698,ASV698,,4,0.342436,0.364434,319.019081,2
ASV699,ASV699,,4,0.37954,0.407363,1050.596238,3
ASV7,ASV7,,4,0.376803,0.40311,596.07641,1
ASV70,ASV70,,4,0.354839,0.376661,419.657743,5
ASV700,ASV700,,4,0.342249,0.360712,261.087918,2
ASV701,ASV701,,4,0.344127,0.36563,402.174333,2
ASV702,ASV702,,4,0.364747,0.389288,520.173871,1
ASV703,ASV703,,4,0.346409,0.3647,390.199534,4
ASV704,ASV704,,4,0.364111,0.386497,476.879465,5
ASV705,ASV705,,4,0.351852,0.370415,260.035146,1
ASV708,ASV708,,4,0.375449,0.400718,797.380745,6
ASV710,ASV710,,4,0.366881,0.390351,731.478295,2
ASV712,ASV712,,4,0.346984,0.365896,282.475433,3
ASV713,ASV713,,4,0.382317,0.407363,841.715909,6
ASV714,ASV714,,4,0.33837,0.359915,164.861888,4
ASV718,ASV718,,4,0.346218,0.36563,296.549649,4
ASV719,ASV719,,4,0.374552,0.399123,870.880885,6
ASV72,ASV72,,4,0.377256,0.406699,761.62221,5
ASV720,ASV720,,4,0.3466,0.368155,300.314879,4
ASV721,ASV721,,4,0.338188,0.35739,266.541481,2
ASV722,ASV722,,4,0.359107,0.384636,1135.228985,4
ASV724,ASV724,,4,0.362847,0.385832,630.225157,4
ASV726,ASV726,,4,0.347176,0.367225,290.276466,3
ASV728,ASV728,,4,0.344695,0.364168,223.23275,6
ASV73,ASV73,,4,0.388235,0.416667,1123.83934,5
ASV732,ASV732,,4,0.369258,0.391813,603.971697,6
ASV733,ASV733,,4,0.367311,0.390351,538.362054,0
ASV734,ASV734,,4,0.363268,0.386497,704.298886,4
ASV736,ASV736,,4,0.363689,0.386762,830.69914,0
ASV737,ASV737,,4,0.351457,0.37201,337.862955,6
ASV738,ASV738,,4,0.362637,0.388889,612.240548,0
ASV74,ASV74,,4,0.363689,0.386231,404.268177,6
