Id,Label,timeset,Polygon,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
ASV828_B,ASV828_B,,,0,4,0.380554,0.402552,705.386368
ASV829_B,ASV829_B,,,0,3,0.393449,0.417384,883.046958
ASV830_B,ASV830_B,,,6,4,0.362093,0.377751,271.815082
ASV831_B,ASV831_B,,,2,4,0.372948,0.392743,640.255759
ASV832_B,ASV832_B,,,2,4,0.373882,0.393381,501.441428
ASV833_B,ASV833_B,,,3,4,0.394488,0.419298,1025.85894
ASV834_B,ASV834_B,,,4,3,0.389054,0.411962,671.787389
ASV835_B,ASV835_B,,,4,3,0.387324,0.410686,715.695982
ASV838_B,ASV838_B,,,4,3,0.391093,0.414833,921.044848
ASV839_B,ASV839_B,,,5,3,0.392267,0.416108,888.484876
ASV84_B,ASV84_B,,,0,4,0.377802,0.398485,473.232592
ASV840_B,ASV840_B,,,0,4,0.377802,0.399043,528.85221
ASV844_B,ASV844_B,,,3,4,0.391679,0.416587,935.262889
ASV845_B,ASV845_B,,,0,4,0.381109,0.403668,701.93826
ASV848_B,ASV848_B,,,3,4,0.386607,0.410367,913.118727
ASV849_B,ASV849_B,,,5,4,0.377529,0.399123,772.179086
ASV85_B,ASV85_B,,,3,4,0.375764,0.396651,504.342453
ASV850_B,ASV850_B,,,3,3,0.387324,0.410367,724.820478
ASV851_B,ASV851_B,,,1,4,0.368087,0.387321,376.164177
ASV852_B,ASV852_B,,,3,4,0.379724,0.401595,490.793988
ASV853_B,ASV853_B,,,0,4,0.380554,0.404067,747.389283
ASV855_B,ASV855_B,,,2,3,0.396886,0.422648,1422.555413
ASV856_B,ASV856_B,,,3,4,0.384757,0.408692,914.168962
ASV857_B,ASV857_B,,,0,4,0.376577,0.397209,499.988278
ASV858_B,ASV858_B,,,5,4,0.366281,0.384769,383.387835
ASV859_B,ASV859_B,,,4,3,0.399923,0.426475,1548.161883
ASV86_B,ASV86_B,,,3,4,0.38097,0.402871,524.839708
ASV860_B,ASV860_B,,,0,4,0.384474,0.407097,670.067429
ASV862_B,ASV862_B,,,7,4,0.376848,0.397209,499.288281
ASV865_B,ASV865_B,,,1,4,0.387899,0.411722,831.639381
ASV866_B,ASV866_B,,,5,4,0.370174,0.390032,393.007611
ASV867_B,ASV867_B,,,5,4,0.376305,0.396651,543.214945
ASV869_B,ASV869_B,,,2,4,0.374552,0.394817,539.261027
ASV871_B,ASV871_B,,,5,4,0.367053,0.385247,446.470598
ASV872_B,ASV872_B,,,0,4,0.362973,0.379426,241.873642
ASV879_B,ASV879_B,,,2,3,0.384899,0.408293,919.468308
ASV88_B,ASV88_B,,,2,3,0.396886,0.422329,1231.188869
ASV882_B,ASV882_B,,,1,4,0.380415,0.402791,627.011073
ASV883_B,ASV883_B,,,1,4,0.389054,0.412998,838.048268
ASV884_B,ASV884_B,,,6,3,0.381387,0.403668,888.051459
ASV887_B,ASV887_B,,,2,3,0.374284,0.39378,514.004945
ASV89_B,ASV89_B,,,2,3,0.391386,0.415789,1004.298865
ASV890_B,ASV890_B,,,0,4,0.377256,0.398086,489.204248
ASV893_B,ASV893_B,,,0,4,0.382784,0.405582,763.813114
ASV895_B,ASV895_B,,,5,3,0.392267,0.417384,1027.342195
ASV896_B,ASV896_B,,,2,4,0.380277,0.401595,585.33779
ASV897_B,ASV897_B,,,0,4,0.379448,0.400558,595.304263
ASV899_B,ASV899_B,,,1,4,0.383205,0.405901,667.788548
ASV9_B,ASV9_B,,,5,4,0.384615,0.407416,823.073518
ASV90_B,ASV90_B,,,4,3,0.397944,0.423445,1251.711554
ASV904_B,ASV904_B,,,0,4,0.380692,0.402791,725.779067
ASV908_B,ASV908_B,,,3,4,0.380692,0.402711,783.823166
ASV909_B,ASV909_B,,,3,4,0.37415,0.394418,423.746915
ASV91_B,ASV91_B,,,0,3,0.399312,0.42488,1241.264068
ASV911_B,ASV911_B,,,2,4,0.387899,0.412041,1075.596713
ASV912_B,ASV912_B,,,1,4,0.390508,0.414912,813.9785
ASV913_B,ASV913_B,,,1,4,0.383627,0.405901,628.396722
ASV914_B,ASV914_B,,,5,3,0.392267,0.416746,926.317627
ASV915_B,ASV915_B,,,2,4,0.370699,0.389394,384.944304
ASV917_B,ASV917_B,,,0,4,0.383627,0.407018,819.500116
ASV918_B,ASV918_B,,,2,4,0.359848,0.375917,287.340394
ASV92_B,ASV92_B,,,3,4,0.388043,0.411244,755.7279
ASV921_B,ASV921_B,,,4,3,0.397036,0.42185,949.771957
ASV923_B,ASV923_B,,,4,3,0.393597,0.419139,1096.698265
ASV924_B,ASV924_B,,,2,4,0.364493,0.381659,310.172558
ASV925_B,ASV925_B,,,4,3,0.395833,0.420574,905.859885
ASV927_B,ASV927_B,,,5,4,0.367053,0.385407,334.725772
ASV928_B,ASV928_B,,,0,4,0.377665,0.398884,483.245698
ASV929_B,ASV929_B,,,2,4,0.371357,0.389872,313.519438
ASV93_B,ASV93_B,,,5,4,0.374016,0.393301,447.229169
ASV931_B,ASV931_B,,,5,4,0.371226,0.39067,491.532255
ASV936_B,ASV936_B,,,5,4,0.386751,0.40949,868.157768
ASV940_B,ASV940_B,,,5,4,0.390362,0.414514,955.32464
ASV942_B,ASV942_B,,,7,3,0.390071,0.414035,1003.663309
ASV95_B,ASV95_B,,,3,3,0.390508,0.414833,901.684947
ASV950_B,ASV950_B,,,3,4,0.379035,0.400638,566.772069
ASV951_B,ASV951_B,,,5,4,0.357632,0.373844,329.513125
ASV954_B,ASV954_B,,,7,3,0.388476,0.411643,749.41959
ASV955_B,ASV955_B,,,7,3,0.399618,0.425837,1367.4804
ASV958_B,ASV958_B,,,5,4,0.377939,0.399203,805.50438
ASV959_B,ASV959_B,,,5,4,0.342511,0.356619,212.092144
ASV96_B,ASV96_B,,,3,4,0.372416,0.391866,405.085437
ASV966_B,ASV966_B,,,0,4,0.386751,0.411085,1018.969653
ASV969_B,ASV969_B,,,0,4,0.372416,0.392344,442.019901
ASV97_B,ASV97_B,,,7,3,0.395683,0.420096,954.766349
ASV970_B,ASV970_B,,,2,3,0.390071,0.414035,877.70132
ASV977_B,ASV977_B,,,2,4,0.364493,0.382695,559.8964
ASV98_B,ASV98_B,,,0,3,0.39977,0.425678,1344.719156
ASV99_B,ASV99_B,,,5,3,0.384332,0.406699,795.905586
ASV993_B,ASV993_B,,,0,3,0.40069,0.426954,1479.822451
ASV994_B,ASV994_B,,,5,3,0.392857,0.417065,1071.313755
ASV_1_A,ASV_1_A,,4,2,3,0.385894,0.407815,584.282803
ASV_10_A,ASV_10_A,,4,2,3,0.398399,0.424561,1309.685023
ASV_100_A,ASV_100_A,,4,0,4,0.370699,0.388676,342.99088
ASV_101_A,ASV_101_A,,4,4,3,0.395085,0.421053,1077.155218
ASV_102_A,ASV_102_A,,4,0,3,0.416667,0.444498,1819.097632
ASV_104_A,ASV_104_A,,4,0,4,0.404099,0.431818,1916.467608
ASV_105_A,ASV_105_A,,4,0,4,0.393449,0.41866,1011.862417
ASV_107_A,ASV_107_A,,4,1,3,0.398095,0.423604,1445.131467
ASV_108_A,ASV_108_A,,4,1,3,0.402853,0.429506,1373.714877
ASV_11_A,ASV_11_A,,4,3,4,0.387324,0.411244,823.734647
ASV_111_A,ASV_111_A,,4,1,3,0.393894,0.418182,964.924873
ASV_114_A,ASV_114_A,,4,0,4,0.393894,0.418581,1144.11235
ASV_119_A,ASV_119_A,,4,0,4,0.393153,0.417464,830.343796
ASV_12_A,ASV_12_A,,4,2,4,0.387324,0.411802,1051.283104
ASV_120_A,ASV_120_A,,4,0,4,0.377256,0.397687,625.689103
ASV_121_A,ASV_121_A,,4,2,4,0.372682,0.392823,566.857072
ASV_125_A,ASV_125_A,,4,5,4,0.377665,0.398804,952.919015
ASV_126_A,ASV_126_A,,4,7,4,0.387324,0.410128,714.229556
ASV_127_A,ASV_127_A,,4,5,3,0.389635,0.412919,759.363361
ASV_13_A,ASV_13_A,,4,2,3,0.400998,0.426954,1296.148272
ASV_131_A,ASV_131_A,,4,5,3,0.384191,0.40622,739.393006
ASV_132_A,ASV_132_A,,4,0,3,0.380831,0.402711,584.096151
ASV_133_A,ASV_133_A,,4,5,3,0.375494,0.395853,672.88673
ASV_138_A,ASV_138_A,,4,5,4,0.38097,0.403589,833.361088
ASV_139_A,ASV_139_A,,4,0,4,0.387324,0.411404,838.837068
ASV_14_A,ASV_14_A,,4,3,4,0.372948,0.392105,422.903424
ASV_140_A,ASV_140_A,,4,5,4,0.373081,0.392185,528.984528
ASV_141_A,ASV_141_A,,4,6,4,0.389344,0.412679,781.772363
ASV_142_A,ASV_142_A,,4,4,4,0.380831,0.401834,554.564301
ASV_146_A,ASV_146_A,,4,6,4,0.391093,0.41555,927.919361
ASV_148_A,ASV_148_A,,4,5,4,0.348333,0.361722,131.056388
ASV_15_A,ASV_15_A,,4,5,3,0.400844,0.427751,1707.540532
ASV_150_A,ASV_150_A,,4,3,4,0.395833,0.421451,1131.366178
ASV_151_A,ASV_151_A,,4,6,4,0.394936,0.420335,895.549038
ASV_154_A,ASV_154_A,,4,4,4,0.370436,0.389553,529.284034
ASV_155_A,ASV_155_A,,4,5,3,0.383909,0.405582,724.523061
ASV_159_A,ASV_159_A,,4,6,3,0.388765,0.4126,1128.986102
ASV_16_A,ASV_16_A,,4,1,4,0.37083,0.389553,478.786443
ASV_161_A,ASV_161_A,,4,5,4,0.373882,0.39378,566.90584
ASV_167_A,ASV_167_A,,4,0,4,0.379448,0.401116,565.647766
ASV_169_A,ASV_169_A,,4,0,4,0.376712,0.397289,524.700607
ASV_17_A,ASV_17_A,,4,1,4,0.398247,0.423525,1170.882425
ASV_171_A,ASV_171_A,,4,1,4,0.383627,0.405901,598.432587
ASV_173_A,ASV_173_A,,4,2,3,0.386894,0.409888,914.090178
ASV_178_A,ASV_178_A,,4,4,4,0.383909,0.407337,1135.70838
ASV_179_A,ASV_179_A,,4,5,4,0.375224,0.395534,423.924756
ASV_18_A,ASV_18_A,,4,6,3,0.405825,0.431898,1155.597356
ASV_180_A,ASV_180_A,,4,5,4,0.385751,0.408373,741.754894
ASV_182_A,ASV_182_A,,4,2,4,0.385467,0.409729,1004.188105
ASV_185_A,ASV_185_A,,4,2,3,0.398551,0.423445,1012.319977
ASV_186_A,ASV_186_A,,4,0,4,0.385609,0.408214,701.241022
ASV_187_A,ASV_187_A,,4,0,4,0.376441,0.397528,661.500204
ASV_188_A,ASV_188_A,,4,0,4,0.379862,0.402552,701.13876
ASV_189_A,ASV_189_A,,4,5,3,0.382084,0.404466,1065.544534
ASV_19_A,ASV_19_A,,4,2,3,0.393005,0.416906,853.235735
ASV_190_A,ASV_190_A,,4,5,4,0.354959,0.37201,450.435444
ASV_195_A,ASV_195_A,,4,0,4,0.352564,0.367065,143.436227
ASV_196_A,ASV_196_A,,4,1,4,0.370962,0.390431,379.277357
ASV_197_A,ASV_197_A,,4,0,4,0.373081,0.393301,646.485242
ASV_199_A,ASV_199_A,,4,5,4,0.359972,0.37823,468.811705
ASV_2_A,ASV_2_A,,4,4,3,0.398703,0.423604,1194.89405
ASV_203_A,ASV_203_A,,4,2,4,0.393301,0.417943,1049.936704
ASV_204_A,ASV_204_A,,4,0,4,0.375899,0.39689,592.281833
ASV_207_A,ASV_207_A,,4,2,4,0.385467,0.408134,720.462676
ASV_208_A,ASV_208_A,,4,4,4,0.404882,0.431978,1669.934244
ASV_21_A,ASV_21_A,,4,2,4,0.373214,0.392663,401.03162
ASV_210_A,ASV_210_A,,4,0,4,0.383065,0.406699,745.959301
ASV_22_A,ASV_22_A,,4,0,3,0.405353,0.431738,1459.677425
ASV_223_A,ASV_223_A,,4,0,4,0.382924,0.404944,635.204356
ASV_23_A,ASV_23_A,,4,5,3,0.395085,0.419777,1107.214951
ASV_231_A,ASV_231_A,,4,5,4,0.343976,0.358054,184.942571
ASV_235_A,ASV_235_A,,4,1,4,0.371886,0.391069,332.197025
ASV_24_A,ASV_24_A,,4,3,4,0.375359,0.395215,491.590746
ASV_25_A,ASV_25_A,,4,3,3,0.407566,0.434609,1712.980914
ASV_251_A,ASV_251_A,,4,5,3,0.390362,0.414673,1055.074696
ASV_26_A,ASV_26_A,,4,4,4,0.375494,0.396172,759.245237
ASV_27_A,ASV_27_A,,4,2,4,0.377802,0.398804,517.732033
ASV_274_A,ASV_274_A,,4,5,4,0.382224,0.405423,1117.351019
ASV_28_A,ASV_28_A,,4,5,3,0.388765,0.411643,717.336641
ASV_29_A,ASV_29_A,,4,2,4,0.365385,0.383413,311.642747
ASV_3_A,ASV_3_A,,4,3,4,0.385041,0.408533,754.823716
ASV_30_A,ASV_30_A,,4,1,4,0.395983,0.421292,1093.09313
ASV_32_A,ASV_32_A,,4,2,4,0.365768,0.383493,363.159567
ASV_33_A,ASV_33_A,,4,5,3,0.39434,0.419298,1270.449303
ASV_35_A,ASV_35_A,,4,6,4,0.389489,0.413477,811.044305
ASV_37_A,ASV_37_A,,4,5,3,0.40069,0.426316,1196.810914
ASV_39_A,ASV_39_A,,4,3,4,0.371622,0.391069,379.603193
ASV_4_A,ASV_4_A,,4,0,4,0.373348,0.392823,368.15349
ASV_40_A,ASV_40_A,,4,2,4,0.374686,0.394498,479.362784
ASV_41_A,ASV_41_A,,4,1,3,0.398399,0.423923,1253.84401
ASV_42_A,ASV_42_A,,4,2,3,0.398095,0.423604,1394.167694
ASV_43_A,ASV_43_A,,4,2,4,0.381944,0.403748,615.779321
ASV_45_A,ASV_45_A,,4,1,3,0.386464,0.408772,672.904098
ASV_46_A,ASV_46_A,,4,2,3,0.390508,0.413557,728.675859
ASV_47_A,ASV_47_A,,4,5,4,0.383205,0.404864,718.999631
ASV_48_A,ASV_48_A,,4,3,4,0.394488,0.419298,1007.746768
ASV_49_A,ASV_49_A,,4,2,3,0.396735,0.421531,1033.53677
ASV_5_A,ASV_5_A,,4,2,4,0.385041,0.409091,804.50509
ASV_53_A,ASV_53_A,,4,5,3,0.396284,0.42201,1354.802048
ASV_57_A,ASV_57_A,,4,4,4,0.384899,0.407337,789.289317
ASV_59_A,ASV_59_A,,4,1,3,0.394191,0.418501,854.848369
ASV_6_A,ASV_6_A,,4,3,4,0.383346,0.4063,668.926701
ASV_60_A,ASV_60_A,,4,0,3,0.393301,0.417863,1030.062961
ASV_62_A,ASV_62_A,,4,5,3,0.372948,0.392185,579.542667
ASV_64_A,ASV_64_A,,4,2,4,0.390947,0.41563,1018.762979
ASV_66_A,ASV_66_A,,4,1,3,0.41337,0.440989,1848.618514
ASV_67_A,ASV_67_A,,4,2,4,0.369388,0.387241,379.12162
ASV_68_A,ASV_68_A,,4,5,4,0.38405,0.406938,715.766823
ASV_7_A,ASV_7_A,,4,3,3,0.389054,0.413238,1036.868207
ASV_71_A,ASV_71_A,,4,2,4,0.389635,0.413955,969.458429
ASV_72_A,ASV_72_A,,4,0,3,0.39271,0.416906,774.992649
ASV_75_A,ASV_75_A,,4,0,4,0.386322,0.40933,823.841186
ASV_76_A,ASV_76_A,,4,0,4,0.385182,0.408692,777.531027
ASV_79_A,ASV_79_A,,4,0,3,0.393597,0.417863,853.266506
ASV_8_A,ASV_8_A,,4,3,4,0.390362,0.415072,970.121584
ASV_81_A,ASV_81_A,,4,5,4,0.384191,0.406459,630.392663
ASV_82_A,ASV_82_A,,4,2,4,0.381526,0.404226,892.14583
ASV_83_A,ASV_83_A,,4,1,3,0.391239,0.414992,818.168736
ASV_86_A,ASV_86_A,,4,6,3,0.392562,0.416427,968.954983
ASV_87_A,ASV_87_A,,4,4,4,0.393153,0.417145,846.266969
ASV_88_A,ASV_88_A,,4,5,3,0.378486,0.399043,585.231779
ASV_89_A,ASV_89_A,,4,0,4,0.387611,0.411244,796.879291
ASV_9_A,ASV_9_A,,4,5,3,0.403943,0.430303,1521.375562
ASV_91_A,ASV_91_A,,4,5,4,0.382784,0.405502,830.324932
ASV_92_A,ASV_92_A,,4,4,4,0.402853,0.429266,1258.533648
ASV_94_A,ASV_94_A,,4,1,4,0.386322,0.409091,706.613577
ASV_95_A,ASV_95_A,,4,6,4,0.387755,0.410367,666.836198
ASV_98_A,ASV_98_A,,4,1,4,0.392267,0.417225,989.462745
ASV_99_A,ASV_99_A,,4,2,4,0.40069,0.426396,1191.584684
