OTUid,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,BL_1,BL_2,BL_3,BL_4,BL_5,BL_6,MPC_01,MPC_02,MPC_03,MPC_04,MPC_05,MPC_06,MPC_07,MPC_08,MPC_09,MPC_10,MPC_11,MPC_12,MPC_13,MPC_14,MPC_15,MPC_16,MPC_17,MPC_18,PCN_1,PCN_2,PCN_3,PCN_4,PCN_5,PCN_6,PCN_7,PCN_8
ASV_43,0,800,311,145,46,0,280,0,221,46,0,13,0,235,0,583,2415,20,0,24,93,1458,0,0,0,0,11,0,0,279,14,0,148,96,705,78,778,0,310,0,0,123,15,247,197,0,0,56,0,115,53,586,32,0,0,25,32,283,160,0,0,13,0,118,304,907,0,163,0,1300,616,0,607,0,0,0,55,20,0,0,75,20,27,0,0,0,0,106,0,80,132,159,120,116,1505,167,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_44,0,95,135,0,192,19,158,291,214,149,295,100,159,188,117,21,356,357,198,804,482,297,150,119,66,53,1045,486,91,49,145,197,117,138,173,357,181,306,285,86,595,42,51,181,140,217,128,115,124,131,105,67,22,0,42,54,67,24,36,9,382,0,156,739,485,385,136,306,102,147,63,0,81,84,143,11,0,201,0,0,0,0,67,230,163,158,485,94,53,110,166,905,149,330,381,47,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
ASV_45,168,73,48,151,108,408,374,0,421,0,167,313,915,141,202,78,0,142,434,0,0,62,0,285,132,151,0,0,369,0,289,0,220,102,312,55,221,217,0,730,230,517,856,306,132,0,0,0,115,353,182,978,0,0,254,230,0,220,0,0,0,0,0,225,178,1533,0,379,0,121,196,149,330,0,0,218,48,227,80,34,544,187,120,140,0,340,124,148,217,188,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_46,95,62,294,0,21,0,0,56,119,89,355,75,2663,307,423,0,0,202,407,98,28,0,0,350,257,235,0,261,397,100,0,84,426,0,0,354,0,478,0,743,169,0,0,157,0,0,10,192,245,483,823,0,91,351,23,0,145,677,0,218,395,77,0,117,284,197,0,195,196,127,149,0,0,0,61,0,0,192,0,81,122,184,382,65,0,0,0,0,0,37,0,0,361,96,0,0,0,40,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_47,35,107,321,0,482,408,293,158,493,97,338,0,1875,226,263,0,27,134,185,92,43,209,0,170,145,115,0,131,241,75,338,95,326,25,150,273,88,339,51,232,98,328,285,80,131,0,0,234,319,429,625,33,71,233,44,39,107,466,34,218,238,24,21,48,227,176,0,198,143,149,84,0,95,53,82,200,0,139,0,26,285,123,230,61,0,45,0,50,106,0,0,60,304,113,0,40,0,0,30,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
ASV_48,0,404,50,0,154,29,120,14,265,70,66,40,128,40,98,185,78,188,58,368,60,800,57,43,20,0,0,21,0,26,74,14,155,73,524,129,1136,151,113,98,212,12,13,83,0,125,15,19,43,0,39,360,34,14,0,0,0,0,14,8,318,13,42,262,659,1565,64,276,27,512,71,18,75,143,0,0,26,0,25,7,0,44,89,0,31,277,0,0,11,908,67,220,153,79,1778,70,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV_49,0,53,0,323,166,765,1529,43,355,0,0,0,0,0,0,218,0,0,0,0,0,688,89,0,0,0,23,0,0,0,1630,0,0,216,965,0,1621,0,181,0,0,1318,592,0,281,68,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,347,0,0,429,0,0,0,0,91,0,546,0,0,407,136,68,124,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_50,287,44,294,640,77,220,145,236,0,0,0,557,475,0,0,0,0,240,521,198,46,38,667,389,50,154,35,0,231,340,0,0,71,895,0,0,121,0,0,0,0,316,716,0,768,0,0,0,0,0,0,0,30,77,0,785,0,0,0,192,0,0,0,62,0,119,0,0,480,0,0,0,0,0,0,110,0,843,0,0,0,370,240,0,62,0,427,0,0,0,139,216,41,131,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_51,0,53,191,0,805,0,170,0,67,890,0,0,33,348,191,24,65,110,27,556,166,80,22,0,57,0,64,0,0,0,92,89,57,0,102,315,69,344,54,336,231,0,12,749,27,685,64,711,281,0,0,59,17,0,0,0,0,0,0,0,156,0,91,496,136,350,157,265,0,239,437,0,428,180,762,0,42,33,0,0,0,0,128,167,0,164,0,0,26,391,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_52,63,186,214,142,96,74,74,0,311,43,58,133,67,234,84,128,274,210,64,362,47,351,138,82,46,26,60,65,44,163,74,74,110,140,280,244,798,50,54,23,14,0,16,0,178,32,0,0,0,44,82,115,29,26,19,84,42,127,0,116,61,13,47,166,484,894,89,268,71,636,343,0,93,73,0,22,74,104,41,26,93,119,191,37,28,61,0,0,28,141,50,102,74,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_53,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,40,0,432,0,16,0,727,694,17,323,0,0,0,783,0,265,255,909,630,371,0,0,0,0,0,20,0,151,227,245,0,4848,68,0,0,0,0,0,0,14,0,0,0,0,0,0,26,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_54,0,0,0,0,0,0,519,0,145,0,0,0,0,161,0,0,0,0,0,0,1210,4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,401,195,0,0,0,0,759,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,179,493,568,0,0,0,933,627,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_55,0,0,346,0,26,0,0,0,65,19,274,0,329,396,66,7,47,31,42,130,21,0,0,10,127,21,29,355,7,0,56,196,34,8,0,909,0,102,65,117,4058,0,0,59,10,175,88,185,261,84,753,18,103,45,33,0,71,96,35,0,81,13,325,179,102,18,49,79,38,0,35,0,0,13,47,0,0,16,0,0,17,0,310,129,41,35,7,22,0,0,7,0,0,4,0,0,0,0,0,0,0,0,35,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_56,0,737,31,23,0,0,115,0,212,51,0,14,0,207,142,1932,1149,40,0,0,0,385,19,0,0,0,0,0,0,0,0,0,239,0,432,0,171,38,293,0,0,0,0,455,80,0,0,10,6,109,24,139,0,0,0,0,7,76,0,0,0,0,0,25,8,163,8,35,0,950,125,0,350,0,0,0,35,0,0,0,9,0,0,0,0,523,0,27,0,1037,0,0,76,7,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_57,0,101,106,0,201,0,115,0,66,126,0,0,0,0,0,12,0,0,0,0,14,41,0,0,0,0,0,0,85,375,0,0,0,0,1956,201,0,16,0,89,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,162,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6997,75,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_58,0,126,324,10,139,0,115,18,261,267,70,0,101,708,52,694,62,129,0,158,27,36,0,0,17,0,0,107,198,0,40,19,538,18,780,601,71,134,273,80,159,0,0,228,72,29,20,66,119,135,100,25,0,0,0,0,0,208,0,0,45,0,39,483,369,83,74,268,29,229,0,0,75,0,62,0,0,0,0,0,43,0,87,300,0,297,0,281,0,421,0,0,28,0,237,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_59,0,507,51,360,0,0,20,0,0,0,0,0,0,0,0,16,124,0,0,0,0,44,0,5,0,0,0,0,0,175,0,0,0,68,0,0,0,22,0,0,0,0,0,0,170,0,0,0,0,0,0,69,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,54,0,15,0,0,7562,0,0,0,80,0,0,0,0,0,171,0,606,127,36,90,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0
ASV_60,92,14,227,89,59,23,34,728,425,51,427,69,67,51,0,43,17,222,253,179,130,62,112,183,24,73,645,173,251,48,0,173,513,186,240,17,134,276,356,49,0,157,95,0,114,113,93,201,0,12,12,0,0,98,0,69,44,0,0,127,48,26,47,53,18,0,42,78,104,26,62,0,141,92,51,0,0,731,0,9,0,81,0,0,144,0,457,0,48,0,0,9,0,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
ASV_61,0,22,358,0,0,0,0,0,0,26,0,0,0,200,0,0,0,0,0,152,0,0,0,0,0,0,0,79,0,0,0,0,0,0,76,129,0,2146,4619,116,958,0,0,0,0,0,0,56,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,16,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_62,357,3364,0,0,0,0,0,0,0,0,148,0,19,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3602,0,31,0,8,0,0,0,0,0,0,0,0,131,0,0,0,40,0,0,0,19,0,0,0,0,0,26,0,0,0,0,0,0,0,0,310,633,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_63,0,0,492,0,0,0,104,0,0,320,0,0,0,172,0,0,0,158,370,352,0,0,155,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,416,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,111,255,344,0,0,0,0,0,0,586,201,0,0,654,732,294,0,0,0,461,0,0,0,0,0,0,0,0,108,0,704,0,0,0,0,0,170,0,662,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_64,0,302,55,177,17,13,0,0,0,0,0,0,537,0,184,333,440,0,0,0,84,307,0,0,0,0,0,0,0,0,185,0,681,34,300,19,89,0,207,0,0,0,0,256,0,31,0,63,16,0,0,72,34,0,31,0,0,0,0,0,0,0,0,0,326,395,0,0,0,470,0,0,0,0,0,0,35,0,0,27,112,0,0,0,0,0,0,0,0,0,0,0,0,70,3118,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_65,0,371,20,0,0,0,0,0,35,0,0,0,0,0,6,36,470,0,0,0,0,607,0,0,0,0,0,32,0,0,0,0,28,0,369,12,2520,0,8,0,0,0,0,666,0,0,0,0,0,40,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,172,0,498,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,38,1051,0,0,0,1352,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_66,0,0,110,0,223,0,0,118,0,360,278,82,74,0,0,0,68,0,0,406,195,0,127,94,0,96,292,155,73,27,54,281,0,207,132,0,64,136,336,0,0,0,0,11,477,0,0,0,0,86,357,114,0,53,44,201,226,79,33,86,0,0,0,0,78,0,114,172,362,0,153,0,90,222,134,0,0,199,0,0,30,41,266,68,94,0,0,0,39,0,104,462,75,241,111,165,0,0,0,0,0,0,51,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_67,0,0,0,0,140,0,154,0,268,0,0,0,0,0,0,0,2217,0,0,189,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,807,0,0,61,0,0,0,0,0,0,0,0,0,0,0,1757,0,0,0,0,0,505,272,0,0,94,0,0,0,1072,0,0,0,0,0,0,348,0,0,109,156,0,0,0,479,0,0,48,0,81,0,209,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_68,0,0,0,0,0,119,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,8723,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_69,0,47,149,0,0,0,0,0,3994,0,102,0,0,143,337,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,46,1985,787,0,416,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_70,0,337,377,0,0,0,0,0,125,143,0,0,0,165,0,131,468,610,0,284,0,82,0,0,32,0,0,0,0,0,0,0,137,86,39,43,0,0,620,0,0,0,0,97,142,0,0,0,0,268,0,90,0,0,108,0,0,205,0,0,0,0,0,471,250,119,68,1390,86,414,340,0,0,0,0,0,0,0,0,0,114,0,102,357,0,233,0,0,0,206,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_71,0,108,50,19,0,0,29,0,37,0,0,0,0,0,0,115,1396,0,0,0,40,176,0,0,0,0,0,0,16,0,0,0,19,0,0,0,590,0,33,0,0,15,0,33,61,0,0,0,0,49,0,727,501,0,0,0,285,18,77,0,0,0,0,13,356,1884,0,75,0,469,168,0,30,0,0,0,0,0,0,0,15,13,0,0,0,0,0,15,0,0,0,88,60,12,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
ASV_72,30,36,93,110,37,175,108,290,60,23,0,47,945,0,260,57,113,101,141,61,133,37,53,105,0,132,102,0,51,0,340,79,584,144,164,52,0,0,31,91,0,86,103,0,36,0,168,89,0,86,180,62,0,254,0,77,24,0,0,56,45,51,0,171,233,122,70,336,152,135,44,0,58,40,33,39,125,136,91,24,67,61,23,0,0,0,0,0,219,0,0,0,7,34,0,0,0,46,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_73,0,0,0,0,76,0,56,17,407,0,53,12,92,80,103,218,130,175,37,323,63,0,16,36,6,5,0,0,0,41,0,0,258,24,50,30,297,0,34,0,19,124,61,177,80,0,0,14,15,79,0,23,0,0,0,57,0,0,0,79,34,0,0,58,122,322,17,101,0,165,76,0,35,37,0,0,14,9,0,0,0,0,14,9,0,37,0,0,8,281,0,80,63,20,3431,15,0,0,0,24,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_74,0,0,0,0,0,160,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,187,0,0,0,10,542,61,0,0,59,12,109,1494,41,0,38,306,0,0,0,0,0,0,0,504,0,0,162,83,0,0,0,444,837,30,43,0,24,0,0,0,55,316,27,55,0,79,249,40,127,0,34,0,36,0,0,22,0,0,18,311,0,72,0,0,0,121,245,0,411,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_75,0,68,228,0,0,0,0,0,292,0,292,27,69,160,0,0,234,257,0,334,182,295,0,0,88,0,0,0,0,0,112,119,77,0,820,950,0,137,0,0,489,0,0,0,202,0,26,0,0,0,202,0,0,0,0,19,59,0,0,0,76,0,252,299,332,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,344,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_76,0,264,389,0,154,0,0,0,597,0,0,0,0,121,0,0,0,286,0,234,99,301,0,0,0,0,0,0,0,0,0,102,0,0,365,1171,90,0,142,0,308,0,0,100,0,0,0,0,0,0,337,0,0,0,0,0,43,132,0,0,0,0,0,230,864,165,0,105,0,254,0,0,0,81,0,0,0,0,0,0,0,0,0,101,0,93,0,0,0,139,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_77,0,0,69,0,165,0,0,0,91,15,12,0,0,68,0,0,0,144,7,10,32,0,27,0,27,0,0,163,0,10,0,123,68,0,9,383,0,24,0,718,254,0,0,0,17,628,24,870,310,47,60,0,0,0,8,0,19,37,56,9,56,19,0,113,42,0,8,23,44,0,0,0,49,2036,218,0,0,0,0,11,0,16,50,0,13,0,0,0,0,0,0,0,0,80,0,17,0,0,18,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
ASV_78,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,5688,0,0,0,127,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_79,0,0,114,0,89,0,169,163,94,179,0,0,0,0,0,0,38,251,0,0,0,0,0,60,29,0,0,0,0,0,0,37,0,0,0,43,0,1441,2600,367,326,0,0,0,0,97,0,73,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,89,0,0,0,118,0,0,0,0,0,0,267,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_80,0,0,125,0,146,0,87,0,0,88,187,0,369,0,70,0,132,146,0,321,80,141,0,257,91,0,264,98,131,0,84,0,85,0,0,231,0,73,0,60,0,63,0,110,0,43,0,45,99,41,0,80,0,122,0,205,0,81,37,475,49,0,0,139,172,187,86,81,0,172,36,0,28,0,0,24,0,0,0,0,54,0,125,31,0,35,0,19,93,103,0,185,116,40,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_81,156,1040,0,0,0,0,26,0,66,0,0,0,0,0,35,234,176,246,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3897,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,192,0,0,0,74,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_82,0,0,0,28,0,0,0,0,0,0,0,0,34,0,0,102,517,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,23,0,271,0,610,0,0,0,0,36,0,0,0,0,0,0,0,29,0,557,0,0,0,0,0,10,82,0,0,0,0,0,31,31,0,0,0,0,0,0,0,33,0,0,732,0,2269,214,60,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_83,31,0,109,0,0,208,49,0,60,223,0,0,0,114,119,0,72,70,260,0,272,30,0,0,19,0,71,0,0,23,58,0,85,0,69,0,37,0,0,0,0,0,48,20,282,36,29,35,0,0,92,0,15,48,0,0,0,94,49,0,0,52,93,409,441,270,0,440,173,179,53,82,0,0,89,0,24,0,0,20,0,0,0,0,0,0,307,82,0,0,434,223,61,0,99,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_84,0,436,0,0,0,0,57,0,0,0,0,0,0,386,148,102,0,0,0,87,27,1400,0,0,0,0,0,0,0,0,0,0,0,0,1051,0,75,0,0,0,0,0,0,134,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,238,0,1371,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,250,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_85,0,515,24,0,66,0,155,0,207,155,38,0,76,260,379,67,71,44,0,479,66,182,0,0,21,0,56,19,0,20,116,0,0,0,135,160,111,45,0,0,40,0,0,301,24,17,16,28,0,13,0,0,0,0,0,0,0,0,0,0,101,0,0,83,22,0,15,0,0,124,0,0,63,0,0,0,0,18,0,0,0,0,0,171,0,962,0,0,0,348,0,0,55,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_86,63,0,76,83,146,165,36,169,44,61,0,45,377,26,424,0,0,159,0,66,27,0,0,252,0,127,199,35,67,47,259,0,206,241,35,0,108,0,0,0,0,53,80,0,75,0,193,0,13,47,259,0,0,291,0,0,30,0,0,0,0,0,0,49,72,25,75,175,134,77,0,0,35,0,0,0,35,96,30,37,0,0,43,0,0,0,0,0,316,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
ASV_87,0,0,100,0,0,0,0,167,0,0,115,0,0,0,0,0,0,103,0,0,0,0,0,0,0,19,105,0,0,0,0,0,0,0,0,0,0,758,1106,222,0,0,0,0,0,116,0,49,20,0,0,113,0,0,306,0,58,0,0,37,28,73,0,188,343,0,186,470,0,43,65,24,0,130,0,0,25,34,76,32,0,0,104,0,0,0,0,96,0,0,0,0,55,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
ASV_88,0,0,0,30,0,0,0,13,0,0,0,321,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,620,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,73,0,0,0,0,0,248,0,11,0,0,2782,10,11,323,0,0,0,0,0,22,0,0,390,323,28,0,10,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_89,0,0,0,0,82,0,0,124,0,83,0,0,0,56,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,28,1298,2490,354,287,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,9,0,0,0,0,171,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,500,514,1178,338,0,0,0,0,0,0,0,0,0,113,0,0,227,273,0,0,0,0,0,0,0,780,0,287,0,251,126,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_91,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,46,0,0,0,0,0,66,0,0,0,0,0,0,59,0,41,4427,32,0,0,0,0,44,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_92,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,43,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,654,0,0,0,0,0,0,155,0,97,0,236,0,0,0,79,0,0,0,0,0,0,25,41,0,325,64,123,0,424,268,42,85,0,85,114,0,0,0,0,0,0,54,0,99,0,341,0,64,60,0,0,360,439,129,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_93,0,0,97,0,0,0,0,0,0,220,0,0,0,111,66,0,0,0,0,215,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,87,0,0,582,0,505,0,453,212,170,239,298,0,0,0,0,0,0,0,0,358,0,0,411,173,400,0,91,118,203,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
