Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub
ASV689,ASV689,,4,0.352975,0.373328,361.777097,3,0.026525,0.026526
ASV692,ASV692,,4,0.369295,0.398341,922.844984,4,0.054635,0.054634
ASV694,ASV694,,4,0.358046,0.378411,553.957633,4,0.024279,0.024279
ASV695,ASV695,,4,0.371275,0.396067,613.795829,8,0.042195,0.042194
ASV697,ASV697,,4,0.364327,0.386169,426.134878,0,0.033427,0.033427
ASV698,ASV698,,4,0.341557,0.363965,315.034291,1,0.024594,0.024594
ASV699,ASV699,,4,0.376208,0.403959,1007.290515,2,0.04598,0.04598
ASV7,ASV7,,4,0.378493,0.405029,610.901391,6,0.060902,0.060902
ASV70,ASV70,,4,0.353977,0.376271,419.023376,1,0.031746,0.031746
ASV700,ASV700,,4,0.336393,0.353799,205.978404,5,0.014134,0.014134
ASV701,ASV701,,4,0.344009,0.36557,391.28528,5,0.02089,0.020889
ASV702,ASV702,,4,0.364541,0.389513,528.028121,8,0.041171,0.041171
ASV703,ASV703,,4,0.346882,0.365302,343.403629,5,0.018715,0.018715
ASV704,ASV704,,4,0.363265,0.386035,484.379768,1,0.038538,0.038538
ASV705,ASV705,,4,0.353375,0.37199,266.325493,0,0.025203,0.025203
ASV708,ASV708,,4,0.375981,0.40115,817.720817,2,0.041164,0.041164
ASV710,ASV710,,4,0.367118,0.390717,729.979575,5,0.035938,0.035938
ASV712,ASV712,,4,0.346111,0.365035,299.317077,2,0.01973,0.01973
ASV713,ASV713,,4,0.369733,0.392723,659.981885,1,0.035816,0.035816
ASV714,ASV714,,5,0.328586,0.349973,135.871407,4,0.020967,0.020966
ASV718,ASV718,,4,0.347462,0.36771,361.525545,4,0.02013,0.02013
ASV719,ASV719,,4,0.37485,0.399545,893.474268,8,0.037294,0.037293
ASV72,ASV72,,4,0.379184,0.409176,863.870332,0,0.07959,0.079591
ASV720,ASV720,,4,0.346304,0.368111,318.244214,4,0.023627,0.023626
ASV721,ASV721,,4,0.336212,0.355671,272.316524,5,0.016471,0.016471
ASV722,ASV722,,4,0.357635,0.383628,951.683847,1,0.043459,0.043458
ASV724,ASV724,,4,0.36242,0.3855,634.220399,4,0.029722,0.029722
ASV726,ASV726,,4,0.347269,0.36664,270.608923,4,0.022734,0.022734
ASV728,ASV728,,4,0.346111,0.365436,223.656119,3,0.021834,0.021834
ASV73,ASV73,,4,0.38792,0.416667,1128.908162,3,0.064583,0.064583
ASV732,ASV732,,4,0.364115,0.386303,540.213318,3,0.031988,0.031988
ASV733,ASV733,,4,0.367335,0.390449,546.172421,0,0.039686,0.039686
ASV734,ASV734,,4,0.363477,0.386838,708.851297,1,0.03455,0.034549
ASV736,ASV736,,4,0.357225,0.379481,755.205261,6,0.026158,0.026158
ASV737,ASV737,,4,0.35158,0.372124,332.24675,1,0.022338,0.022338
ASV738,ASV738,,4,0.366471,0.393258,708.670234,6,0.056002,0.056003
ASV74,ASV74,,4,0.364327,0.386838,397.623318,4,0.0381,0.0381
ASV740,ASV740,,4,0.358252,0.379481,445.888285,7,0.028216,0.028216
ASV743,ASV743,,4,0.326349,0.342295,99.577218,4,0.010704,0.010704
ASV744,ASV744,,4,0.350197,0.369984,462.3414,8,0.019398,0.019398
ASV746,ASV746,,4,0.358458,0.381487,652.022896,5,0.025778,0.025777
ASV747,ASV747,,4,0.366902,0.389246,521.633763,0,0.034463,0.034463
ASV749,ASV749,,4,0.335668,0.358079,277.301863,6,0.023925,0.023926
ASV750,ASV750,,4,0.390596,0.42068,1387.443189,8,0.068823,0.068823
ASV751,ASV751,,4,0.356,0.374666,543.086334,5,0.017875,0.017875
ASV752,ASV752,,4,0.367769,0.391252,832.075789,8,0.031645,0.031645
ASV754,ASV754,,4,0.345152,0.365169,250.157073,3,0.02275,0.02275
ASV756,ASV756,,4,0.359492,0.38122,636.775056,1,0.026416,0.026416
ASV760,ASV760,,4,0.361579,0.383761,507.346131,4,0.031513,0.031513
ASV762,ASV762,,4,0.368421,0.39152,782.564383,0,0.032663,0.032663
ASV763,ASV763,,4,0.331913,0.351257,252.699557,5,0.013784,0.013784
ASV766,ASV766,,4,0.364115,0.386035,364.579432,0,0.035867,0.035867
ASV769,ASV769,,4,0.353575,0.373596,225.510698,0,0.031165,0.031165
ASV77,ASV77,,4,0.364754,0.387239,388.715916,8,0.042972,0.042972
ASV770,ASV770,,4,0.37194,0.39794,713.593881,0,0.052922,0.052923
ASV772,ASV772,,4,0.340623,0.35741,213.225855,7,0.014355,0.014355
ASV773,ASV773,,4,0.36095,0.381354,529.407225,8,0.023917,0.023917
ASV774,ASV774,,4,0.378264,0.405698,959.629889,7,0.0577,0.0577
ASV775,ASV775,,4,0.366255,0.390449,461.887051,7,0.045365,0.045366
ASV776,ASV776,,4,0.365396,0.388577,745.069312,5,0.03043,0.03043
ASV777,ASV777,,4,0.361789,0.384296,478.354273,3,0.032092,0.032092
ASV778,ASV778,,4,0.344961,0.365169,401.733335,4,0.018994,0.018993
ASV779,ASV779,,4,0.360532,0.383226,608.696846,5,0.026534,0.026534
ASV78,ASV78,,4,0.379415,0.405832,990.175053,6,0.046989,0.046989
ASV781,ASV781,,4,0.363902,0.389112,484.251452,4,0.041919,0.041918
ASV783,ASV783,,4,0.364541,0.389112,865.00279,3,0.033333,0.033333
ASV785,ASV785,,4,0.351382,0.374131,310.989663,5,0.026713,0.026713
ASV786,ASV786,,4,0.348824,0.368379,363.62278,1,0.02053,0.02053
ASV787,ASV787,,4,0.336939,0.356073,336.044985,1,0.016424,0.016424
ASV788,ASV788,,4,0.351184,0.36985,305.872435,5,0.020395,0.020395
ASV789,ASV789,,4,0.35702,0.37801,413.461488,5,0.026757,0.026757
ASV79,ASV79,,4,0.390596,0.421348,1511.682919,4,0.072528,0.072527
ASV793,ASV793,,4,0.331559,0.351792,173.440047,6,0.023079,0.023079
ASV798,ASV798,,4,0.362209,0.384698,426.444425,7,0.036339,0.036339
ASV8,ASV8,,4,0.39207,0.423087,1077.330752,8,0.087935,0.087935
ASV80,ASV80,,4,0.367769,0.392456,704.886196,6,0.043366,0.043367
ASV800,ASV800,,4,0.359492,0.381621,686.455213,1,0.027768,0.027768
ASV801,ASV801,,4,0.376435,0.40222,632.254703,0,0.058958,0.058958
ASV802,ASV802,,4,0.36242,0.384029,376.572719,2,0.03447,0.034469
ASV804,ASV804,,4,0.377119,0.40115,695.053838,3,0.041921,0.041921
ASV806,ASV806,,4,0.364115,0.387239,732.096932,5,0.029956,0.029955
ASV809,ASV809,,4,0.360324,0.385367,526.372317,4,0.035761,0.035761
ASV810,ASV810,,4,0.361999,0.384698,470.577033,8,0.03123,0.03123
ASV811,ASV811,,4,0.35784,0.379615,535.927991,7,0.025663,0.025663
ASV816,ASV816,,4,0.340996,0.360754,217.477723,7,0.024336,0.024337
ASV817,ASV817,,4,0.368421,0.394061,821.817186,0,0.038955,0.038955
ASV818,ASV818,,4,0.363477,0.390583,692.49307,4,0.041304,0.041304
ASV819,ASV819,,4,0.369733,0.392857,771.978731,6,0.033229,0.033229
ASV820,ASV820,,4,0.336212,0.356742,261.173558,1,0.019484,0.019483
ASV821,ASV821,,4,0.367118,0.391653,541.435192,4,0.044058,0.044057
ASV822,ASV822,,4,0.352376,0.374131,165.669481,8,0.039569,0.039568
ASV826,ASV826,,4,0.362631,0.382558,310.899066,7,0.030869,0.030869
ASV828,ASV828,,4,0.352775,0.373194,328.319142,6,0.024136,0.024136
ASV829,ASV829,,4,0.362842,0.38336,407.143962,8,0.029253,0.029253
ASV830,ASV830,,5,0.301549,0.315597,51.925938,8,0.005427,0.005427
ASV831,ASV831,,4,0.341932,0.361156,349.677721,5,0.016647,0.016647
ASV832,ASV832,,4,0.337669,0.3542,174.142184,5,0.014303,0.014303
ASV833,ASV833,,4,0.33951,0.35634,187.81942,8,0.016063,0.016063
ASV834,ASV834,,4,0.378493,0.405564,879.221002,3,0.046584,0.046584
ASV835,ASV835,,4,0.35702,0.37908,589.513477,1,0.024373,0.024373
ASV838,ASV838,,4,0.34785,0.366239,268.304918,1,0.018174,0.018174
ASV839,ASV839,,4,0.355594,0.377742,512.713904,7,0.025034,0.025033
ASV84,ASV84,,4,0.369952,0.395131,555.085095,0,0.048698,0.048698
ASV840,ASV840,,4,0.368639,0.394462,954.938012,5,0.036447,0.036447
ASV844,ASV844,,4,0.374624,0.400214,835.3817,2,0.040189,0.040188
ASV845,ASV845,,4,0.35,0.373596,199.817419,0,0.043966,0.043967
ASV848,ASV848,,4,0.374624,0.400482,835.827168,4,0.044904,0.044903
ASV849,ASV849,,4,0.335307,0.357812,254.2497,4,0.022631,0.02263
ASV85,ASV85,,4,0.372831,0.398876,507.058021,8,0.058179,0.058179
ASV850,ASV850,,4,0.360741,0.382959,399.892751,8,0.031766,0.031765
ASV851,ASV851,,4,0.363902,0.388443,685.012661,7,0.040662,0.040662
ASV852,ASV852,,4,0.354179,0.375201,271.129943,2,0.030099,0.030098
ASV853,ASV853,,4,0.35158,0.377073,288.378774,6,0.0506,0.050601
ASV855,ASV855,,4,0.384331,0.414125,1559.98088,5,0.057989,0.057989
ASV856,ASV856,,4,0.349607,0.372927,441.85314,4,0.027173,0.027172
ASV858,ASV858,,4,0.343629,0.365837,219.128527,4,0.027176,0.027176
ASV859,ASV859,,4,0.358871,0.38015,627.236776,4,0.022088,0.022088
ASV86,ASV86,,4,0.382678,0.409042,728.065665,8,0.063797,0.063797
ASV860,ASV860,,4,0.350197,0.371188,393.368016,6,0.026959,0.026959
ASV862,ASV862,,4,0.359908,0.382156,425.86228,4,0.027876,0.027875
ASV865,ASV865,,4,0.373277,0.398074,768.258613,8,0.038619,0.038619
ASV866,ASV866,,5,0.327378,0.349839,214.897791,4,0.01766,0.01766
ASV867,ASV867,,5,0.321134,0.33847,95.46607,4,0.011827,0.011826
ASV869,ASV869,,4,0.339695,0.359417,225.369027,5,0.018881,0.018881
ASV871,ASV871,,4,0.33209,0.348716,137.83846,4,0.013391,0.013391
ASV872,ASV872,,4,0.34902,0.369181,374.59169,6,0.022123,0.022123
ASV879,ASV879,,4,0.353575,0.374799,508.159561,8,0.022758,0.022758
ASV88,ASV88,,4,0.366471,0.389379,630.798698,1,0.041232,0.041231
ASV882,ASV882,,4,0.356611,0.379347,398.472131,0,0.034225,0.034226
ASV883,ASV883,,4,0.374624,0.400615,711.141081,7,0.053742,0.053742
ASV884,ASV884,,4,0.347269,0.365704,278.710062,2,0.020043,0.020043
ASV887,ASV887,,4,0.348045,0.367309,306.210542,5,0.019022,0.019022
ASV89,ASV89,,4,0.384094,0.412253,1103.844365,1,0.067367,0.067366
ASV890,ASV890,,4,0.332444,0.352327,297.314427,6,0.017977,0.017977
ASV893,ASV893,,4,0.365182,0.388978,592.816867,6,0.040478,0.040478
ASV895,ASV895,,4,0.372831,0.398609,725.096744,7,0.046117,0.046117
ASV896,ASV896,,4,0.367986,0.390851,741.50169,5,0.033144,0.033144
ASV897,ASV897,,4,0.334048,0.351926,94.282343,6,0.018623,0.018623
ASV899,ASV899,,4,0.374174,0.398876,770.788543,2,0.046454,0.046454
ASV9,ASV9,,4,0.382209,0.407838,841.40113,4,0.055025,0.055024
ASV90,ASV90,,4,0.386476,0.412921,1006.956245,7,0.055656,0.055656
ASV904,ASV904,,4,0.334766,0.357143,224.666302,6,0.030002,0.030002
ASV908,ASV908,,4,0.350788,0.373729,366.408123,4,0.028046,0.028045
ASV909,ASV909,,4,0.370392,0.396602,711.288487,2,0.047211,0.047211
ASV91,ASV91,,4,0.37485,0.398609,862.643156,6,0.042005,0.042006
ASV911,ASV911,,4,0.351382,0.374532,535.692034,5,0.023906,0.023906
ASV912,ASV912,,4,0.375075,0.400348,636.83132,3,0.046632,0.046632
ASV913,ASV913,,4,0.349411,0.370251,202.854525,0,0.034372,0.034373
ASV914,ASV914,,4,0.368203,0.391386,566.060608,4,0.032854,0.032854
ASV915,ASV915,,4,0.344199,0.363697,434.291277,1,0.021326,0.021326
ASV917,ASV917,,4,0.358046,0.381621,482.724688,6,0.035973,0.035974
ASV918,ASV918,,4,0.330329,0.350856,307.073789,5,0.015314,0.015314
ASV92,ASV92,,4,0.375527,0.401284,756.362035,3,0.04977,0.04977
ASV921,ASV921,,4,0.346496,0.365035,235.550771,1,0.01927,0.01927
ASV923,ASV923,,4,0.351779,0.372927,487.803833,4,0.022118,0.022118
ASV925,ASV925,,4,0.367552,0.390316,530.838404,3,0.036522,0.036522
ASV927,ASV927,,5,0.331913,0.352247,235.439119,4,0.017347,0.017347
ASV928,ASV928,,5,0.331736,0.349572,155.053325,7,0.016049,0.016049
ASV929,ASV929,,4,0.342496,0.361691,252.555527,1,0.021236,0.021236
ASV93,ASV93,,4,0.3597,0.380819,499.68705,1,0.029467,0.029466
ASV931,ASV931,,4,0.350788,0.376538,497.055886,4,0.035734,0.035734
ASV936,ASV936,,4,0.352775,0.372793,368.052296,6,0.022637,0.022637
ASV940,ASV940,,4,0.350591,0.370653,408.288298,5,0.022301,0.0223
ASV942,ASV942,,4,0.360741,0.381755,617.375783,4,0.024446,0.024446
ASV95,ASV95,,4,0.38552,0.413323,1134.001741,4,0.058597,0.058597
ASV950,ASV950,,4,0.340437,0.361423,191.647812,4,0.024743,0.024742
ASV951,ASV951,,4,0.341183,0.365035,393.320351,4,0.022496,0.022495
ASV954,ASV954,,4,0.358664,0.377742,366.47163,0,0.024506,0.024506
ASV955,ASV955,,4,0.350788,0.373462,438.686675,4,0.026901,0.026901
ASV958,ASV958,,4,0.351977,0.373328,530.046806,1,0.021557,0.021556
ASV959,ASV959,,4,0.33951,0.362761,369.844212,4,0.024335,0.024334
ASV96,ASV96,,4,0.36561,0.389914,534.47566,8,0.042171,0.042171
ASV966,ASV966,,4,0.347656,0.36878,293.98712,6,0.025277,0.025277
ASV969,ASV969,,4,0.366902,0.392456,690.460073,6,0.042759,0.04276
ASV97,ASV97,,4,0.375527,0.399813,673.177344,2,0.044354,0.044354
ASV970,ASV970,,4,0.378264,0.405564,1218.894463,1,0.045693,0.045693
ASV977,ASV977,,4,0.338219,0.356875,318.180865,5,0.015654,0.015654
ASV98,ASV98,,4,0.362842,0.384029,438.537588,6,0.033925,0.033926
ASV99,ASV99,,4,0.372385,0.396736,898.820204,4,0.044116,0.044116
ASV993,ASV993,,4,0.370392,0.397004,935.216687,6,0.044549,0.04455
ASV994,ASV994,,4,0.363477,0.385099,604.755625,8,0.026258,0.026258
